index,Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,index,Artist,artist_start_year,artist_end_year,artist_career_length,years_since_debut
8140,Insensitive,Jann Arden,1996,255000,4,0.512,0.429,2,-9.931,1,0.0256,0.154,8.81e-05,0.101,0.332,178.669,51,Pop,1218,Jann Arden,1996,1996,0,0
8141,"Apples,Peaches,Pumpkin Pie",Jay & the Techniques,1967,148000,4,0.637,0.715,10,-8.67,1,0.0404,0.424,0.0,0.113,0.951,139.5,38,Pop,1221,Jay & the Techniques,1967,1967,0,0
8142,She Cried,Jay and the Americans,1962,204000,4,0.76,0.627,2,-9.048,1,0.0351,0.29,0.0,0.0652,0.731,120.778,39,Pop,1223,Jay and the Americans,1962,1969,7,0
8143,Come A Little Bit Closer (#3*),Jay and the Americans,1964,150000,4,0.586,0.524,0,-10.276,1,0.0327,0.8,0.452,0.0435,0.964,154.898,21,Pop,1223,Jay and the Americans,1962,1969,7,2
8144,Cara Mia,Jay and the Americans,1965,155000,4,0.454,0.595,10,-7.521,1,0.0449,0.653,0.361,0.11,0.0391,101.857,38,Pop,1223,Jay and the Americans,1962,1969,7,3
8145,This Magic Moment,Jay and the Americans,1969,168000,4,0.619,0.468,4,-9.099,0,0.0797,0.125,0.000723,0.306,0.672,138.54,52,Pop,1223,Jay and the Americans,1962,1969,7,7
8146,Thunder Island,Jay Ferguson,1978,240000,4,0.497,0.718,0,-7.744,1,0.0275,0.00113,0.0606,0.544,0.792,127.79,49,Pop,1222,Jay Ferguson,1978,1978,0,0
8147,Can I Get A…,Jay-Z featuring Amil and Ja Rule,1999,238000,4,0.537,0.804,11,-5.491,1,0.0362,0.0181,0.000106,0.0859,0.472,75.991,63,Pop,1224,Jay-Z featuring Amil and Ja Rule,1999,1999,0,0
8148,Mr. Big Stuff,Jean Knight,1971,164000,4,0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,62,Pop,1226,Jean Knight,1971,1971,0,0
8149,He’ll Have To Stay,Jeanne Black,1960,94000,4,0.801,0.29,10,-13.307,1,0.0634,0.183,0.876,0.111,0.179,115.973,0,Pop,1229,Jeanne Black,1960,1960,0,0
8150,Harper Valley Pta,Jeannie C. Riley,1968,195000,4,0.809,0.717,4,-6.602,1,0.0393,0.574,0.0,0.089,0.919,122.463,56,Pop,1230,Jeannie C. Riley,1968,1968,0,0
8151,Somebody To Love,Jefferson Airplane,1967,296000,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,67,Pop,1231,Jefferson Airplane,1966,1972,6,1
8152,White Rabbit,Jefferson Airplane,1967,150000,4,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,67,Pop,1231,Jefferson Airplane,1966,1972,6,1
8153,Miracles,Jefferson Starship,1975,174000,4,0.721,0.718,7,-6.916,1,0.0431,0.00146,0.00013,0.12,0.343,96.48,59,Pop,1232,Jefferson Starship,1975,1980,5,0
8154,With Your Love,Jefferson Starship,1976,232000,4,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231,70,Pop,1232,Jefferson Starship,1975,1980,5,1
8155,Count On Me,Jefferson Starship,1978,197000,4,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,74,Pop,1232,Jefferson Starship,1975,1980,5,3
8156,Jane,Jefferson Starship,1980,287000,4,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,64,Pop,1232,Jefferson Starship,1975,1980,5,5
8157,If You Had My Love,Jennifer Lopez,1999,266000,4,0.68,0.625,11,-7.0,0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,66,Pop,1236,Jennifer Lopez,1999,1999,0,0
8158,Crush,Jennifer Paige,1998,189000,4,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,65,Pop,1237,Jennifer Paige,1998,1998,0,0
8159,Right Time Of The Night,Jennifer Warnes,1977,173000,4,0.563,0.478,10,-10.149,1,0.024,0.551,0.0,0.159,0.749,93.684,41,Pop,1238,Jennifer Warnes,1977,1977,0,0
8160,The Right Kind Of Love,Jeremy Jordan,1993,273000,4,0.717,0.634,5,-7.736,0,0.036,0.115,0.0,0.0782,0.896,178.064,32,Pop,1239,Jeremy Jordan,1993,1993,0,0
8161,Daddy’s Home,Jermaine Jackson,1973,197000,4,0.327,0.816,8,-7.88,1,0.318,0.804,0.00031,0.974,0.636,205.747,30,Pop,1240,Jermaine Jackson,1973,1980,7,0
8162,Let’s Get Serious,Jermaine Jackson,1980,246000,4,0.759,0.515,10,-9.74,0,0.0314,0.696,0.76,0.0932,0.794,106.052,40,Pop,1240,Jermaine Jackson,1973,1980,7,7
8163,We Don’t Have To Take Our Clothes Off,Jermaine Stewart,1986,230000,3,0.572,0.231,0,-6.316,0,0.0334,0.953,3.88e-06,0.111,0.332,96.729,56,Pop,1241,Jermaine Stewart,1986,1986,0,0
8164,He Will Break Your Heart,Jerry Butler,1961,170000,4,0.612,0.601,8,-9.095,0,0.0425,0.22,0.0,0.446,0.692,130.939,31,Pop,1242,Jerry Butler,1961,1969,8,0
8165,Only The Strong Survive,Jerry Butler,1969,217000,4,0.528,0.782,10,-5.518,0,0.35,0.343,0.0,0.297,0.652,176.731,33,Pop,1242,Jerry Butler,1961,1969,8,8
8166,Great Balls of Fire,Jerry Lee Lewis,1957,111000,4,0.533,0.729,7,-7.227,0,0.0714,0.563,0.0,0.159,0.884,78.67,69,Pop,1244,Jerry Lee Lewis,1957,1957,0,0
8167,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,1957,173000,4,0.353,0.77,0,-3.467,1,0.0324,0.757,0.000101,0.15,0.498,161.308,56,Pop,1244,Jerry Lee Lewis,1957,1957,0,0
8168,Amos Moses,Jerry Reed,1971,139000,4,0.738,0.723,2,-10.356,1,0.0728,0.4,0.00134,0.0166,0.95,105.541,54,Pop,1245,Jerry Reed,1971,1971,0,0
8169,"When You’re Hot,You’re Hot",Jerry Reed,1971,139000,4,0.788,0.832,4,-10.783,1,0.0981,0.354,0.0,0.1,0.91,101.045,41,Pop,1245,Jerry Reed,1971,1971,0,0
8170,You,Jesse Powell,1999,157000,4,0.728,0.818,9,-5.068,1,0.0329,0.323,0.0,0.582,0.681,119.706,83,Pop,1247,Jesse Powell,1999,1999,0,0
8171,I’m Not Lisa,Jessi Colter,1975,210000,4,0.38,0.342,5,-8.256,1,0.0279,0.757,0.000259,0.638,0.366,71.962,1,Pop,1249,Jessi Colter,1975,1975,0,0
8172,Real Real Real,Jesus Jones,1991,220000,4,0.702,0.846,7,-6.555,1,0.0296,0.382,0.306,0.187,0.949,142.433,48,Pop,1250,Jesus Jones,1991,1991,0,0
8173,"Right Here,Right Now",Jesus Jones,1991,189000,4,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45e-06,0.103,0.723,106.862,56,Pop,1250,Jesus Jones,1991,1991,0,0
8174,Who Will Save Your Soul,Jewel,1996,239000,4,0.686,0.468,7,-9.712,1,0.042,0.7,0.00101,0.13,0.753,126.172,57,Pop,1252,Jewel,1996,1999,3,0
8175,Hands,Jewel,1999,135000,4,0.531,0.875,1,-2.766,0,0.126,0.000206,0.0,0.248,0.752,153.337,73,Pop,1252,Jewel,1996,1999,3,3
8176,The Birds And The Bees,Jewel Akens,1965,254000,4,0.624,0.435,7,-7.652,1,0.0329,0.0459,0.000196,0.116,0.111,115.037,44,Pop,1253,Jewel Akens,1965,1965,0,0
8177,You Don’t Mess Around With Jim,Jim Croce,1972,182000,4,0.763,0.736,11,-6.958,0,0.0491,0.584,1.71e-05,0.145,0.967,82.046,63,Pop,1254,Jim Croce,1972,1974,2,0
8178,"Bad,Bad Leroy Brown",Jim Croce,1973,179000,4,0.698,0.675,7,-10.742,1,0.04,0.709,0.0,0.0782,0.853,148.063,73,Pop,1254,Jim Croce,1972,1974,2,1
8179,I’ll Have To Say I Love You In A Song,Jim Croce,1974,154000,4,0.537,0.447,9,-14.978,1,0.029,0.834,0.0101,0.107,0.717,133.794,66,Pop,1254,Jim Croce,1972,1974,2,2
8180,Time In A Bottle,Jim Croce,1974,148000,3,0.533,0.157,2,-16.838,1,0.0374,0.888,0.0,0.108,0.587,134.019,76,Pop,1254,Jim Croce,1972,1974,2,2
8181,He’ll Have To Go,Jim Reeves,1960,134000,3,0.469,0.244,1,-15.702,1,0.0357,0.974,0.0162,0.845,0.577,88.271,10,Pop,1256,Jim Reeves,1953,1966,13,7
8182,Spiders And Snakes,Jim Stafford,1974,174000,4,0.659,0.707,4,-10.244,1,0.0962,0.636,7.95e-06,0.1,0.754,86.283,12,Pop,1257,Jim Stafford,1974,1974,0,0
8183,Wildwood Weed,Jim Stafford,1974,160000,4,0.682,0.425,7,-13.178,1,0.0366,0.732,2.71e-06,0.128,0.681,90.056,39,Pop,1257,Jim Stafford,1974,1974,0,0
8184,Margaritaville,Jimmy Buffett,1977,250000,4,0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,71,Pop,1259,Jimmy Buffett,1977,1977,0,0
8185,A Million To One,Jimmy Charles,1960,160000,4,0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,75,Pop,1260,Jimmy Charles,1960,1960,0,0
8186,Go Jimmy Go,Jimmy Clanton,1960,203000,4,0.796,0.579,11,-8.265,1,0.0941,0.0324,2.08e-05,0.0556,0.64,110.009,44,Pop,1261,Jimmy Clanton,1960,1962,2,0
8187,Venus In Blue Jeans,Jimmy Clanton,1962,143000,4,0.497,0.762,1,-4.462,1,0.038,0.354,5.89e-05,0.278,0.727,111.534,54,Pop,1261,Jimmy Clanton,1960,1962,2,2
8188,I Can See Clearly Now,Jimmy Cliff,1994,164000,4,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,74,Pop,1262,Jimmy Cliff,1969,1995,26,25
8189,Big Bad John,Jimmy Dean,1961,182000,4,0.516,0.457,8,-12.609,1,0.184,0.596,0.0,0.106,0.455,173.934,53,Pop,1263,Jimmy Dean,1961,1962,1,0
8190,Pt-109,Jimmy Dean,1962,192000,4,0.746,0.666,2,-10.408,1,0.146,0.543,0.0,0.0488,0.84,94.024,22,Pop,1263,Jimmy Dean,1961,1962,1,1
8191,Good Timin’,Jimmy Jones,1960,128000,4,0.552,0.562,3,-7.682,1,0.0412,0.609,0.000125,0.093,0.971,147.384,44,Pop,1265,Jimmy Jones,1960,1960,0,0
8192,Handy Man,Jimmy Jones,1960,196000,4,0.804,0.233,2,-14.17,1,0.0312,0.64,0.106,0.0854,0.583,90.639,56,Pop,1265,Jimmy Jones,1960,1960,0,0
8193,Are You Jimmy Ray?,Jimmy Ray,1998,201000,4,0.75,0.914,10,-5.707,0,0.0704,0.13,2.33e-05,0.392,0.673,99.083,38,Pop,1266,Jimmy Ray,1998,1998,0,0
8194,What Becomes Of The Brokenhearted,Jimmy Ruffin,1966,178000,4,0.733,0.443,2,-12.017,0,0.0252,0.678,0.0,0.519,0.701,97.348,52,Pop,1268,Jimmy Ruffin,1966,1980,14,0
8195,Hold On To My Love,Jimmy Ruffin,1980,206000,4,0.598,0.816,4,-7.535,1,0.0487,0.179,0.0,0.337,0.931,156.788,43,Pop,1268,Jimmy Ruffin,1966,1980,14,14
8196,If You Wanna Be Happy,Jimmy Soul,1963,143000,4,0.673,0.866,10,-8.34,1,0.0391,0.695,0.000231,0.328,0.839,93.224,52,Pop,1270,Jimmy Soul,1963,1963,0,0
8197,Swing The Mood,Jive Bunny and the Mastermixers,1990,213000,4,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,75,Pop,1271,Jive Bunny and the Mastermixers,1990,1990,0,0
8198,You Belong to Me,Jo Stafford,1952,231000,4,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,81,Pop,1272,Jo Stafford,1952,1952,0,0
8199,The Night They Drove Old Dixie Down,Joan Baez,1971,211000,4,0.505,0.486,0,-9.272,1,0.0336,0.545,0.0,0.222,0.484,125.839,59,Pop,1274,Joan Baez,1962,1975,13,9
8200,Crimson And Clover,Joan Jett & The Blackhearts,1982,208000,4,0.404,0.591,11,-12.277,1,0.0724,0.256,0.0346,0.177,0.654,82.44,60,Pop,1275,Joan Jett & The Blackhearts,1982,1982,0,0
8201,I Love Rock ‘N Roll,Joan Jett & The Blackhearts,1982,175000,4,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,80,Pop,1275,Joan Jett & The Blackhearts,1982,1982,0,0
8202,I Hate Myself For Loving You,Joan Jett and the Blackhearts,1988,246000,4,0.611,0.882,9,-11.225,1,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,67,Pop,1276,Joan Jett and the Blackhearts,1988,1988,0,0
8203,One Of Us,Joan Osborne,1996,223000,4,0.46,0.951,10,-4.247,1,0.0757,0.000395,0.000154,0.143,0.289,89.961,56,Pop,1277,Joan Osborne,1996,1996,0,0
8204,Johnny Get Angry,Joanie Sommers,1962,156000,4,0.628,0.27,1,-14.47,1,0.0359,0.78,0.0,0.325,0.548,126.676,30,Pop,1278,Joanie Sommers,1962,1962,0,0
8205,Come And Talk To Me,Jodeci,1992,295000,4,0.72,0.657,11,-6.823,0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,53,Pop,1279,Jodeci,1992,1995,3,0
8206,Lately,Jodeci,1993,77000,4,0.751,0.503,1,-10.419,0,0.0962,0.218,0.00486,0.136,0.17,100.016,53,Pop,1279,Jodeci,1992,1995,3,1
8207,Cry For You,Jodeci,1994,300000,4,0.65,0.496,5,-12.349,0,0.0331,0.305,0.0,0.33,0.576,115.775,57,Pop,1279,Jodeci,1992,1995,3,2
8208,Freek’n You,Jodeci,1995,262000,4,0.679,0.838,6,-7.682,1,0.0471,6.18e-05,2.41e-05,0.156,0.733,150.004,16,Pop,1279,Jodeci,1992,1995,3,3
8209,Looking For A New Love,Jody Watley,1987,242000,4,0.905,0.604,4,-7.433,0,0.0413,0.149,9.24e-05,0.0523,0.899,109.196,40,Pop,1280,Jody Watley,1987,1990,3,0
8210,Don’t You Want Me,Jody Watley,1988,265000,4,0.763,0.624,1,-6.295,1,0.0432,0.388,0.00501,0.316,0.783,97.743,46,Pop,1280,Jody Watley,1987,1990,3,1
8211,Real Love,Jody Watley,1989,189000,4,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,79,Pop,1280,Jody Watley,1987,1990,3,2
8212,Everything,Jody Watley,1990,245000,4,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,82,Pop,1280,Jody Watley,1987,1990,3,3
8213,Friends,Jody Watley with Eric B. & Rakim,1989,230000,3,0.328,0.608,11,-6.368,0,0.038,0.0117,6.45e-06,0.108,0.0796,107.384,81,Pop,1281,Jody Watley with Eric B. & Rakim,1989,1989,0,0
8214,All The Things (YOUR Man Won’t Do),Joe,1996,380000,4,0.573,0.679,3,-6.774,0,0.0423,0.247,0.0,0.321,0.648,66.215,57,Pop,1282,Joe,1996,1997,1,0
8215,Don’t Wanna Be A Player,Joe,1997,142000,5,0.576,0.506,0,-8.711,1,0.309,0.524,5.06e-06,0.11,0.476,129.678,42,Pop,1282,Joe,1996,1997,1,1
8216,The Letter,Joe Cocker,1970,91000,4,0.721,0.496,8,-6.296,1,0.0645,0.14,0.000101,0.102,0.18,81.499,72,Pop,1283,Joe Cocker,1970,1975,5,0
8217,You Are So Beautiful,Joe Cocker,1975,159000,3,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,65,Pop,1283,Joe Cocker,1970,1975,5,5
8218,Up Where We Belong,Joe Cocker & Jennifer Warnes,1982,232000,4,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,70,Pop,1284,Joe Cocker & Jennifer Warnes,1982,1982,0,0
8219,Wooden Heart,Joe Dowell,1961,121000,4,0.647,0.336,3,-8.517,1,0.0645,0.8,0.0,0.0719,0.905,164.249,43,Pop,1285,Joe Dowell,1961,1961,0,0
8220,Snap Your Fingers,Joe Henderson,1962,251000,4,0.668,0.788,5,-6.752,1,0.0424,7.48e-05,0.108,0.0792,0.692,137.38,53,Pop,1286,Joe Henderson,1962,1970,8,0
8221,Steppin’ Out,Joe Jackson,1983,245000,4,0.866,0.56,5,-9.848,0,0.0501,0.0574,0.0,0.0825,0.961,140.484,54,Pop,1287,Joe Jackson,1983,1983,0,0
8222,You Talk Too Much,Joe Jones,1960,186000,4,0.304,0.971,4,-3.226,1,0.0351,0.0594,0.955,0.0799,0.695,127.856,51,Pop,1288,Joe Jones,1960,1960,0,0
8223,Live And Learn,Joe Public,1992,151000,4,0.72,0.653,1,-5.443,1,0.195,0.202,0.0,0.06,0.964,158.111,46,Pop,1290,Joe Public,1992,1992,0,0
8224,Drowning In The Sea Of Love,Joe Simon,1972,203000,4,0.603,0.448,9,-10.548,0,0.0934,0.392,0.0157,0.105,0.509,119.717,42,Pop,1291,Joe Simon,1972,1975,3,0
8225,"Get Down,Get Down (GET On The Floor)",Joe Simon,1975,271000,4,0.985,0.782,1,-12.575,1,0.0976,0.0272,0.0,0.0574,0.86,124.382,13,Pop,1291,Joe Simon,1972,1975,3,3
8226,Games People Play,Joe South,1969,263000,4,0.721,0.69,11,-10.533,0,0.0339,0.189,4.14e-06,0.138,0.684,132.019,56,Pop,1292,Joe South,1969,1969,0,0
8227,Hold What You’ve Got,Joe Tex,1965,204000,4,0.606,0.508,9,-11.485,1,0.0507,0.00506,2.02e-06,0.098,0.617,103.054,25,Pop,1293,Joe Tex,1960,1977,17,5
8228,Skinny Legs And All,Joe Tex,1968,191000,4,0.599,0.394,7,-16.106,1,0.0721,0.718,0.0018,0.706,0.824,130.56,14,Pop,1293,Joe Tex,1960,1977,17,8
8229,I Gotcha,Joe Tex,1972,238000,4,0.632,0.731,1,-4.191,1,0.262,0.0826,0.0,0.0514,0.785,89.483,39,Pop,1293,Joe Tex,1960,1977,17,12
8230,Ain’t Gonna Bump No More (WITH No Big Fat Woman),Joe Tex,1977,195000,4,0.742,0.745,2,-8.68,1,0.0633,0.0176,0.00202,0.321,0.896,113.194,0,Pop,1293,Joe Tex,1960,1977,17,17
8231,Life’s Been Good,Joe Walsh,1978,204000,4,0.887,0.474,0,-6.667,1,0.0458,0.674,0.0,0.105,0.907,95.992,29,Pop,1294,Joe Walsh,1972,2012,40,6
8232,Peppermint Twist,Joey Dee and the Starliters,1962,122000,4,0.427,0.642,0,-12.143,1,0.116,0.295,0.0,0.847,0.774,197.836,32,Pop,1297,Joey Dee and the Starliters,1962,1962,0,0
8233,Shout,Joey Dee and the Starliters,1962,393000,4,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,73,Pop,1297,Joey Dee and the Starliters,1962,1962,0,0
8234,Nothin’ My Love Can’t Fix,Joey Lawrence,1993,275000,4,0.457,0.767,0,-7.318,1,0.0729,0.0145,0.0,0.907,0.453,108.581,10,Pop,1298,Joey Lawrence,1993,1993,0,0
8235,Stay The Same,Joey McIntyre,1999,140000,4,0.671,0.611,0,-6.431,0,0.283,0.662,0.0,0.0855,0.591,150.102,42,Pop,1299,Joey McIntyre,1999,1999,0,0
8236,Midnight Mary,Joey Powers,1964,395000,4,0.158,0.0128,10,-28.761,1,0.0353,0.99,0.722,0.105,0.0379,80.054,37,Pop,1300,Joey Powers,1964,1964,0,0
8237,Theme From The Greatest American Hero (BELIEVE It Or Not),Joey Scarbury,1981,194000,4,0.523,0.543,2,-12.128,1,0.0358,0.278,0.0,0.276,0.425,117.397,27,Pop,1301,Joey Scarbury,1981,1981,0,0
8238,On The Dark Side,John Cafferty & The Beaver Brown Band,1984,225000,4,0.389,0.563,9,-21.191,1,0.0622,0.65,0.903,0.104,0.134,165.393,59,Pop,1302,John Cafferty & The Beaver Brown Band,1984,1984,0,0
8239,Ain’t Even Done With The Night,John Cougar,1981,279000,4,0.791,0.7,11,-6.96,1,0.0297,0.201,0.000312,0.0562,0.8,120.741,56,Pop,1305,John Cougar,1981,1982,1,0
8240,HURTS SO GOOD,John Cougar,1982,218000,4,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,70,Pop,1305,John Cougar,1981,1982,1,1
8241,Jack & Diane,John Cougar,1982,254000,4,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.963,75,Pop,1305,John Cougar,1981,1982,1,1
8242,Pink Houses,John Cougar Mellencamp,1984,283000,4,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.1e-06,0.0751,0.628,115.23,65,Pop,1306,John Cougar Mellencamp,1984,1988,4,0
8243,Lonely Ol’ Night,John Cougar Mellencamp,1985,225000,4,0.634,0.886,9,-3.988,1,0.0329,0.00453,0.00892,0.0397,0.756,126.558,47,Pop,1306,John Cougar Mellencamp,1984,1988,4,1
8244,R.O.C.K. In The U.S.A.,John Cougar Mellencamp,1986,174000,4,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018,61,Pop,1306,John Cougar Mellencamp,1984,1988,4,2
8245,Small Town,John Cougar Mellencamp,1986,205000,4,0.555,0.744,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,73.012,66,Pop,1306,John Cougar Mellencamp,1984,1988,4,2
8246,Paper In Fire,John Cougar Mellencamp,1987,231000,4,0.607,0.905,4,-4.748,1,0.0427,0.00122,0.000276,0.0624,0.533,141.984,52,Pop,1306,John Cougar Mellencamp,1984,1988,4,3
8247,Cherry Bomb,John Cougar Mellencamp,1988,138000,4,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,67,Pop,1306,John Cougar Mellencamp,1984,1988,4,4
8248,Annie’s Song,John Denver,1974,180000,3,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,71,Pop,1308,John Denver,1969,1975,6,5
8249,I’m Sorry,John Denver,1975,167000,5,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,81,Pop,1308,John Denver,1969,1975,6,6
8250,Thank God I’m A Country Boy,John Denver,1975,200000,3,0.398,0.703,9,-11.289,1,0.319,0.662,0.0,0.703,0.861,202.14,16,Pop,1308,John Denver,1969,1975,6,6
8251,Judy In Disguise (WITH Glasses),John Fred & His Playboy Band,1968,174000,4,0.607,0.501,8,-10.201,1,0.0372,0.0574,0.185,0.0529,0.891,81.365,40,Pop,1310,John Fred & His Playboy Band,1968,1968,0,0
8252,Instant Karma!,John Lennon,1970,200000,4,0.628,0.931,9,-9.973,1,0.0968,0.000689,0.00146,0.0997,0.144,119.976,52,Pop,1313,John Lennon,1970,1984,14,0
8253,(JUST Like) Starting Over,John Lennon,1981,236000,4,0.701,0.794,9,-6.16,1,0.0757,0.301,5.68e-05,0.179,0.409,99.104,56,Pop,1313,John Lennon,1970,1984,14,11
8254,Watching The Wheels,John Lennon,1981,239000,4,0.607,0.612,0,-8.666,1,0.0523,0.408,5.2e-06,0.32,0.272,82.935,56,Pop,1313,John Lennon,1970,1984,14,11
8255,Woman,John Lennon,1981,172000,4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,84,Pop,1313,John Lennon,1970,1984,14,11
8256,Nobody Told Me,John Lennon,1984,214000,4,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,48,Pop,1313,John Lennon,1970,1984,14,14
8257,Imagine,John Lennon / Plastic Ono Band,1971,187000,4,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,75,Pop,1314,John Lennon / Plastic Ono Band,1971,1971,0,0
8258,Whatever Gets You Thru The Night,John Lennon with the Plastic Ono Band,1974,207000,4,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,49,Pop,1315,John Lennon with the Plastic Ono Band,1974,1974,0,0
8259,Key West Intermezzo (I Saw You First),John Mellencamp,1996,294000,4,0.673,0.858,11,-6.511,1,0.027,0.005,1.92e-05,0.274,0.959,116.477,45,Pop,1319,John Mellencamp,1996,1996,0,0
8260,Wild Night,John Mellencamp featuring Me’shell Ndegeocello,1994,213000,4,0.568,0.714,7,-7.139,1,0.0445,0.174,0.0,0.0429,0.955,146.338,62,Pop,1320,John Mellencamp featuring Me’shell Ndegeocello,1994,1994,0,0
8261,St. Elmo’s Fire (MAN In Motion),John Parr,1985,251000,4,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,65,Pop,1322,John Parr,1985,1985,0,0
8262,Love Is In The Air,John Paul Young,1978,208000,4,0.617,0.568,0,-14.255,1,0.0335,0.0429,0.000254,0.0422,0.949,122.562,66,Pop,1323,John Paul Young,1978,1978,0,0
8263,Welcome Back,John Sebastian,1976,262000,4,0.764,0.744,1,-2.34,1,0.181,0.0109,0.000122,0.318,0.511,88.426,52,Pop,1326,John Sebastian,1976,1976,0,0
8264,Gold,John Stewart,1979,207000,4,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,80,Pop,1327,John Stewart,1979,1979,0,0
8265,Summer Nights,John Travolta & Olivia Newton-John,1978,236000,4,0.835,0.609,9,-5.636,1,0.0336,0.0201,1.28e-06,0.107,0.781,130.154,61,Pop,1328,John Travolta & Olivia Newton-John,1978,1978,0,0
8266,You’re The One That I Want,John Travolta & Olivia Newton-John,1978,244000,4,0.284,0.903,5,-4.845,0,0.0876,0.00655,1.3e-05,0.178,0.145,131.28,7,Pop,1328,John Travolta & Olivia Newton-John,1978,1978,0,0
8267,Missing You,John Waite,1984,269000,4,0.552,0.552,11,-9.736,0,0.0364,0.052,0.0,0.046,0.593,208.571,68,Pop,1329,John Waite,1984,1984,0,0
8268,Cry,Johnnie Ray and The Four Lads,1951,186000,4,0.711,0.48,10,-5.251,1,0.0365,0.104,1.55e-05,0.0894,0.352,107.948,82,Pop,1331,Johnnie Ray and The Four Lads,1951,1951,0,0
8269,Who’s Making Love,Johnnie Taylor,1969,228000,4,0.677,0.637,11,-8.545,0,0.0439,0.102,0.0,0.355,0.598,96.179,11,Pop,1332,Johnnie Taylor,1969,1976,7,0
8270,I Believe In You (YOU Believe In Me),Johnnie Taylor,1973,201000,4,0.612,0.744,8,-5.671,1,0.033,0.125,2.57e-06,0.0978,0.527,113.009,52,Pop,1332,Johnnie Taylor,1969,1976,7,4
8271,Disco Lady,Johnnie Taylor,1976,223000,4,0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,60,Pop,1332,Johnnie Taylor,1969,1976,7,7
8272,Beatnik Fly,Johnny and the Hurricanes,1960,129000,4,0.541,0.62,5,-15.603,1,0.0332,0.888,0.288,0.12,0.931,88.364,14,Pop,1354,Johnny and the Hurricanes,1960,1960,0,0
8273,Hang On In There Baby,Johnny Bristol,1974,233000,4,0.593,0.855,7,-8.421,1,0.0775,0.336,2.1e-05,0.126,0.648,96.183,49,Pop,1333,Johnny Bristol,1974,1974,0,0
8274,Dreamin’,Johnny Burnette,1960,314000,4,0.553,0.458,8,-10.796,1,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,67,Pop,1334,Johnny Burnette,1960,1961,1,0
8275,You’re Sixteen,Johnny Burnette,1961,169000,4,0.665,0.629,8,-12.852,1,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,47,Pop,1334,Johnny Burnette,1960,1961,1,1
